tweet,label 
" المعنى الحقيقي لعاااهاتك يا وطن
",1
" مين بشار العاهة هاد الي بهدد، اي عند الجد والله للنساء والبنات تتطلعن قبل الرجال في هالحالة ونلعن ابو الساعة اللي طلعت بشار وغيره شو هالحكي، الاردن قوي بجيشة وقائده فعلاا هززلت قال سوريا قال ولا النعامة او رقبة عالية بدهها قص
",1
" انشالله انو يطلع كلام فاضي لانو اذا ضربت سوريا الاردن رح اتصير حرب عالمية ثالثة وما رح اتخلص غير لما نتخزق
",1
"يا غبي كوادر الإخوان المسلمين في كل يقعة من هالأرض ,, وهمه من الشعب ,,, كيف بدهم يضربوا أرضهم ,,, إصحى !!
",1
"لى جماعه الاخوان الخسيسة كيف بدكو الوطن يتصلح وانتو قسمتوه لفريقيين كل واحد منكم اخدنا لمطرح ومش عارفين واصليين لوين
",1
"الا لعنة الله على الشيعة الى يوم الدين
",1
"خسئو وخسئ امثالهم ومن طاوعهم
",1
"فانا اناشد الحكومة الاردنية بألافراج عن اسرى السلفيين التوحيدين الموجودين في سجونهم
",1
"وذلك ليذوقوا ايران وسوريا وشيعتهم وبال امرهم
",1
"ويحطمو رؤوسهم بارجلهم
",1
"فهم ادرى واخبر لا وبل اكثر انكارا"" للشيعة  وامثالهم
",1
"حفظ الله وطننا من ايدي المنافقين المتأردنين
",1
"ومن خسئ الشيعة اخوان القردة و الخنازير
",1
"وادم علينا يارب نعمة الامن والامان وسائر بلاد المسلمين
",1
" لو يطلع عليهم 10 من مخيم اربد و 10 من مخيم الحصن و 20 من مخيم الزرقا و 30 من مخيم عمان و 20 من مخيم البلقاء و 20 من مخيم الشهيد عزمي المفتي بفضحو عرضاتهم كلهم
",1
"فشرت عين الشيعة والله بنحرقهم حر
",1
"الله حيك شيخ ابراهيم بالفعل حكم يا نشمي
",1
" الله الله ياشيخ ابراهيم ..حكم والله يسعد مساااااااك يارب
",1
"انا شوفت وقاحه بس زاي وقاحة الاخوان ما شوفت.
",1
" كافر ملعون جهنم باذن اللة
",1
"ههههههههههههه شكلو عمرو ماشاف كاميرا تصورو
",1
"هههههههههههههههههههههههههههههه­ههههه بكفي القعدة تبعته
",1
"الراجل الابس ثوب عليه جاكيت شكله مسطول من جنوب السودان 
",1
"والله ذا الادمي معاق
",1
"خرى عليك
",1
"اخرسي صحيح ما تفهمي
",1
"حيوان
",1
"قلة ادب 
",1
"بارد ومصقع
",1
"يلعن امك 
",1
"ماعندك شرف 
",1
"يلعنك نذل 
",1
"واحد واطي 
",1
"اهبل ولك 
",1
"يلعن ابوك 
",1
"منيك ولك 
",1
"نذاله ههههههههههههههههه
",1
"يلعن شرف خواتك 
",1
"واحد هامل 
",1
"فشرت عينك 
",1
"صرماتي براس اهلك
",1
"ولك واحد كندرة 
",1
"يلعن الساعة الي بشرت فيك
",1
"عيب عليك ماتستحي
",1
"الله يخزيك
",1
"شو هالمنشور الوسخ 
",1
"ربي يكون بالعون ياأخي فقد احزنني كلامك
",1
"""فلماااا الحزن فلقد اصبح الحزن صديقي
",1
"الوحيد الذي لايتركني ولو لحظه""
",1
"""ما بدي غير 10 يعملو لايك للبيج
",1
"كله لايك لا اتفشلوني
",1
"ملاحظه : الكبسه ما بتكهرب والله""
",1
"
",1
"شو الاشي الي بيضحك (ما ازنخك)
",1
"ما ازنخ منك إلى هاي الروابط اللي بتسم البدن.... بتتعب يعني لما توخد الصورة وتنزلها تنزيل عادي
",1
"نا بدي نموذج لسبونج بوب ههههههههههههههههه
",1
"""ههههههههههههههههه هدول مجانين ... اكيد ما بوافق مش هبلة انا
",1
"رح اجتهد باني اكون حلوة يوم عرسي مش اكون متل القردة ""
",1
"الله يجعل ابوك وامك من اهل النار اذا بتعيد هالحركه مره ثانيه
",1
"نادرا ما بتصير لو انه الشعب بتطور وبيتعلم مع الوقت
",1
"اكيد لا في عندك ناس بتفهم ووفي ناس عند الاجانب ما بتفهم
",1
"الله يوخدها
",1
"قصد وهو كبير
",1
"والله انا خايف انو طخوا بعد هاي الصورة 
",1
""" شو نوع الحشيش ؟؟
",1
"""
",1
"خنقوووني
",1
"فاشله
",1
"إلى بشار الاسد : كــــس أخـــتـــــك :)
",1
"و إلى أسماء الاسد : كـــس أخـــت زوجـــك :)
",1
"الى ابن بشار الاسد: كس اخت ابوك:)
",1
"ﺍﺳﺘﻌﻤﺎﺭ ﺷﻮ ﻳﺎﺣﻤﺎﺭ ﺍﺑﻦ ﺍﻟﺤﻤﺎﺭ ﻫﺪﻣﺖ ﻟﺒﻴﻮﺕ ﻭﺷﺮﺩﺕ ﺍﻟﺸﻌﺐ ﻳﺎﺑﻦ ﺍﻟﺰﺍﻧﻴﻪ ﺍﻟﻌﻠﻮﻳﻪ ﻭﺍﻟﺸﻴﻌﻪ ﺳﻮﻑ تسحقون
",1
"خراي على احسن علوي ومحب لهاجحش !! خربت سورية ياكلب
",1
"""رعب وخوف عاوجهك ياجبان ...
",1
"ولك تفيييه عليك
",1
"""
",1
"رئيس مو عارف يحكي حرف الاس .. روح تخيب ولك يلعنها انيسه على هيك جحش خلفتو
",1
"يلعن روحك
",1
"بقرف زيك
",1
"تفوووو عليك
",1
"يع يع يع قرف
",1
"Noاكيد بقرف 
",1
"طيب ليه السخريه دى ماكنا كويسين
",1
"سدئناك يا كذاب
",1
"انا خلينى ساكتة احسن
",1
"بس مو مزبوط
",1
"حكي جرايد
",1
"هو فى حد اساسا لسه بيتابع البت دي هاي عنجد بتقرف
",1
"والله ايلى اختشه ماتوا 
",1
"  بيجيبو الشيوخ ليسهزاءو فيهم
",1
" لا بتمزحي يع قرف
",1
قرف يقرفك,1
" الله اكبر شو هيدا اكل الرجال
",1
"ايه راحه فيها المسكين ياحرام
",1
"الله يلعن ام هيك نمر
",1
"لهم صارو يبيعو و يشترو في البلد متل ما بدهم
",1
"لو كاكا بالبرازيل كنت اعطيط لايك بس هيك فشر
",1
"انتو كلاب ازى تسو المصحف بى كلابه زى ده
",1
"الى يقارن بينه وبين مرسى يبقى متخلف
",1
"لا هديله بالشوز زى الصعيدى الى يكرمه الى ضربه بالشبشب ناقصة حرامية
",1
"انتخب مين يا عم  هى  ناقصة لبخة فى الكلام  معتش الا الاهبل ده كمان يبقى رئيس جمهورية
",1
"بلا قرف
",1
"يع شوهاي الوساخة
",1
"لا هديله بالجزمة طبعا
",1
"عليا النعمه ابدا لا هو ولا الخروف التاني
",1
"هاض بني ادم حقير
",1
"طبعا اكيد ﻻ والف ﻻ
",1
"نعم! مصر عايزه راجل مش واحد وسخ بيقرف
",1
"عيب عليكوا تقارنوا وحدة زى دى بالمصحف الى هوا كلام ربنا
",1
"شنو السالفه يعني اتقارنون القران الكريم ويه نجوه كرم هاي العرمه لا الله اله الله
",1
"
",1
"يااخى عيب عليك لما تعمل مقارنه بين المصحف والحاجه دى وبعدين مين الملحد اللى انته تعرفه ده يا د يا نصر
",1
"انت ما تستحي تقارن القران بوحدة ساقطة انعل ابوك لا ابو الملحد
",1
"يع حاسة حالي بدي استفرغ
",1
"يع بتقرف انت وسخ
",1
"انت واحد حقير
",1
"حيوان وكلب الله يموتك
",1
"مصر مش عايزة رئيس يحكمها . المصريين شعب مطحون عايز رئيس يحقق له مطالبه ولا يعارضه , زهقنا بقى خلاص
",1
"انت واحد ما بتستا هل الجزمة
",1
"الله يلعنو
",1
"نار جهنم تاخدو
",1
"تنظرون لا الشام يقتلون بدم بارد .
",1
"ما هيك بيقولوا : للأسف ما عجبت حدا . انت جاهل يا هذا . ليس هكذا تدعو الناس لقول لا اله الا الله محمد رسول الله . انت غبي يا صاحبل هذا البوست و لا تفقه شيئا من العلم و الدين . انت هيك تبين انك في قمة الجهل و العار . قل كلاما جيدا محببا و لا تتلفظ بالكلام السيئ . انما تعجبنا كلنا لو قلت انطقوا بالشهادتين يا أولي الالباب
",1
"كلب وحقير
",1
"ياحيوان ماشي ريال مدريد
",1
" اه يا ابو القمل
",1
"ذا مرتك بتعمل هيك يا ادمن لا تفكر كل الرجال مثلك تفي عليك
",1
اقطع راسها وخلص ,1
يا حبيبي هاي صار للرجال تنانير؟؟؟؟؟؟؟؟  تفي ع هيك رجالة,1
" الله معكى يا حجه
",1
"ايوه بالصرمة عراسه
",1
"تسلم صرمايتك
",1
"اعطيه علي راسي هدا الصح ياحاجه الله اكبر
",1
"علي الطﻻق الي في رجلك يا حجه بتسوى كل سﻻح العرب لمعفن
",1
"اسفل من بعضهم
",1
"بعدك ماشفت اشي
",1
"حطمت كل احلامي البريئه
",1
"اغرورقت عيناي بالدموع
",1
"لما اجد فيها الا الجراح
",1
"""تؤلمني باسم الحب
",1
"تحطم ماتبقى من اطيافي
",1
"الى من اشكوك !
",1
"فقد عجزت الكلمات 
",1
"ناشدتك الله ......
",1
"هلأ كففت عن قسوتك..""
",1
"ما اقسى غربة الروح
",1
"رائعة الحَرف نَقية المَعنى
",1
"واو حلو
",1
"ما أجمل من مثل هذا الحُب الصادق الشفا
",1
لا دة ذكاء ,1
"انتم يا قطريه شن عارفكم السياسه انتم لاعندكم جيش ولا استراتجيه ثابته انتم عملاء امريكا يا خونه
",1
"انخرس
",1
"بس أنا مش منهم ولا البنات يلي بالجروبات
",1
"اصلا كتير من البنات بدهن يحكن مع الشباب
",1
"شكلك دايما متاخرة عن المدرسة
",1
" يعني هي ما راح تعتزر
",1
"جنييه
",1
"ما حد بيتحكم فيي
",1
"احلى زبالة  بوجهك
",1
"ما شاء الله العطلة مأثر عليكوا كتير صبايا الكل بحكي حبيبتي وحبي وبلمدرسة كل واحد بكشر من جهة
",1
"هاد كلو كزب ياهبلة والله
",1
" بيخزي
",1
" والله الحياة كلها بتخزي بدونكم 
",1
"كـلمـة حـبـ عـجـبـتـنـى جـيـتـ آقــؤلهـآ جــرحـتـنـى
",1
"لا تفهمي غلط حبيبتي
",1
"وانا 100% بس شكلها هاي مو مدرسة 
",1
"مين هااي الي بصورة وئدامها كورس 
",1
"زنخة زيك
",1
"الله يسامحك حبيبتي افهمتيني غلط
",1
"شو يعني بدك ايانا نحكي من وراكي مش حلوة 
",1
"ا عيني ع الصحبة بس اكيد وراها مصلحة
",1
"هعهعهع مش حلو
",1
"هع  بدها بس تعلق التعليقات الزنخة
",1
"مع مين بتحكي بتول انشالله مع حالك 
",1
"عنجد بخزي شو هاد على حساب ازياء طلع باله
",1
" لا والله ما بلسه يع
",1
"بخزي
",1
"عنجد انو بالة
",1
"شو عاجبك فيها متلا ؟!لتكون سيارتكم 
",1
"عني كل يعلقو الا انا
",1
"والله نوفي صح لسانك
",1
"لا مو حلو
",1
"خلص اخرسن انا قرفت اكتر منكن
",1
مزعج الي كثييير,1
قرف,1
"ما شاء الله والله انها امر متل الكرتون
",1
"نحن في زمن يهان فيه المرء ويكرم فيه الكلب 
",1
"لا احدالاخوة
",1
"ما انا شطبت
",1
"عنجد بخزي
",1
"مش حلو
",1
"صراحة بخزي من دون مجاملة
",1
"بعرف بس مو حلو
",1
"الوان مش حلوة
",1
"مش طبيعي
",1
"بعئد
",1
"هاض بعرفو بس مقرف
",1
"وسدئيني انكووو كلاب 
",1
"احقر من هيك خيانة ما في
",1
"ﻣﻴﻴﻴﻴﻴﻦ ﺑﻀﻞ ﻳﺸﻴﻞ ﺍﻟﺸﺒﺸﺐ ﻣﻦ ﺟﻤﺒﻲ
",1
"ما بكره حد قدك
",1
"الكلب حده﻿ روعه
",1
"إبداااااااع يا أبو يوسف﻿ ...... و الله حرام يطلع من البرنامج .... العتب على المصوتين ... أتوقع لك مستقبل زاهر يا بطل .. صوت جميل جداً , اللي يقول إنه إنظلم يعطيني ( لايك )
",1
"حبيبي شرلبوني يموت ب شرلبونا و انا مدريدي﻿ لكن ماني مغير لعيونه
",1
"اللي لفت انتباهي الدبه اللي﻿ جنبها
",1
"انت عنجد بنت فاشلة
",1
"ابوهااا هوه﻿ المصيبة..... بسس هممه الفلووس اللي تجيبهااا بنته
",1
"دلوعه حيوانه﻿
",1
"من هي اصغيره اغاني والله انقلبت ادنيه﻿
",1
"يارجاااااااااله ينهاااااار﻿ منيييييلل
",1
"تعليم الاطفال علا الاغاني وعلا الرقص بدلن من تعليم﻿ القران الكريم بدلن من تعليم الدين الله لا يوفقكم
",1
"شو بالا يا دانيا و المشكلة مش عارفه تكتب هعهعه
",1
"حبة بنـــــــــــــــــــــــــــادول
",1
"الاء اختصري ماشي
",1
" مين وله؟
",1
"اكيد حياتي ما في حدا بشبهك لو في كان نتحرت زمان 
",1
"ماشي هسا انا صرت ولة طيب في حدا بيشبهك كتتير
",1
"شو عادي يزم انتا ما عندك دم ونخوه يزم انتا مش بني ادم ترى ورح طير
",1
"الحق عالحقير اللي نزل المنشور_بجوز اهله لابسين منه_ولك لاتنزل اشي زي هيك يا؟؟؟!
",1
"هبل
",1
"شو بدو بهالشوفه ؟؟؟؟؟؟؟؟؟؟؟
",1
"الى جهنم وبئس المصير
",1
"شو بدو بهالسّحنه
",1
" حسبي الله عليكم ..الله بحاسبكم على كل حد بينفتن بسلبكم ..الله لا يسامحكم
",1
"مش باين منيح ليش عم تكذبو
",1
"شغل مشغول قرف يع
",1
"انا اشوفه انه عادي ولا فيه اي معنى وايش مليوني مشاهد والله انه ما يستحق الى هذا الحد من المشاهده وبعدين هاض شي مقزز
",1
"يع يع يع الله يقرفه وهذي يللي﻿ تقول حمضيات وش دراه عمره ذايقه طعمه
",1
"وش يحسون فيه﻿ يع
",1
"إعجبه﻿ إطعم آكيد حمضيات
",1
"لله يحرق قلبك يبشار
",1
"
",1
"عفكره البيج هاد قرفني وقلب معدتي شو للاسف انتا انو عرفك انه هيك الوضع بتفتح بالفنجان يا ناس خفوا علينا الدين مش للايكات وكمنتات
",1
"كلهم فاجرين
",1
" ياحيوان 
",1
"كلهم فاجرين
",1
"امين يا رب
",1
"عيب يغني ده السادات ! وده ابن مره 
",1
" اسفل من بعضهم
",1
" اللهم اجعلني دائما مظلوم
",1
"الهم اجرنا من الظلم ولا تجعلنا من الظا لمين
",1
"نفسي افهم من وين جاي يا ابن الكلب 
",1
"شو هالافكار الجهنميه يا خال
",1
"لا شو انا مسخرة كلكووو خنازير
",1
"إحتمال ما يشارك الليو  االبايخ 
",1
"الاشغال
",1
"اعلن الانسحاب يا حمار
",1
" ﻻ تخليني اسب هون هاااااااات
",1
"شي مؤكد انك حمار 
",1
"غبي الله يزيد غباك 
",1
"مش من بني ادم انتي من جنس الحيوانات
",1
"اتصور لو ظليت ما اتعلق احسن لانه تعليقاتك مقرفة 
",1
,1
"يا حقير 
",1
"كلب واطي 
",1
"صحيح انك سافل
",1
"شو هاض المنشور الوسخ 
",1
"قرف يعيع
",1
"بسسسسس  مقززز
",1
"كتيييير رخيص ومقرف
",1
"يعني لو عايزين يبعوه بلغوني من القرف هاض يع يع يع 
",1
"انت واحد  عنجد قليل ادب الله يموت الي امثالك
",1
"مقاسك غير مناسب يا شريف مع نفسك
",1
"ايس شراع القرف
",1
"اووخص وش هالمناشف *&^
",1
"شفتها اقول وشذا الكيك*&^
",1
"كلهم معندهمش احساس
",1
"انتة والمعك كلهم سافلين ووقحين
",1
"التطبيقات قليله بالمتجر ولازال امام مايكروسوفت عمل طويل للتغلب على هذه المشكله
",1
" اخ يا غبي 
",1
"تابعت هذا الجوال من بداية صدوره وقبل اقترابه للعالم العربي .. فعلا يستحق كل هذه الاهمية
",1
" ليش هيك معجبين على الاردني
",1
"فظيعين﻿
",1
" اشاعه
",1
" ياجماااعه يقولون بشار الاسد ماااات
",1
" صوتك موش حلو
",1
" شو هيدا دلع اخر زمن
",1
" لا محالة أول شيء يحدث له بعد عودته للمغرب سيتم اغتصابه كالعاهرة
",1
"  يا ربي شو هالولد و الله مجنون مبيستحييش متاكدين انو مغربي
",1
"  غبي
",1
" اقرفني والله
",1
" لا عنجد زلمة ............ شكلو بخوف
",1
" لآ مش فاهماك
",1
" يشبه رغد مجنونة هيافاء
",1
" شيئ مؤسف  الله يهديه 
",1
" يا ربـــــي هذا مستحيل يكون كائن بشري 
",1
" اقرفني شعر تقول حاط دبر امل وجاي
",1
" حرام تحمل اسم عظيم زي هيك !!!!!
",1
" والله ما في اشي مزعلني الا انه اسمه محمد
",1
" والله على بالي مجنون 
",1
" ازا كان حالك احسن من حالو دوس لايك وقول سبحان الله 
",1
" فاضل قلمين و نخلص , حلوة يا حسن
",1
" مابتحكي معه هيك  انزلع لاعاد اشووفك جلطتني
",1
" دلع
",1
" يا ريتك ما كبرت 
",1
" مجرم 
",1
"حزني كثير والله﻿ 
",1
" لعن الله المتشبهين من الرجال للنساء
",1
"مسكيييييييييين﻿
",1
" قهروني حرام
",1
"  يخرب الدلع
",1
" مسوي انه مندهش
",1
" العرق كل شوي يزييد
",1
" حرااااام والله حزنت عليه شو هالموقف الشنع
",1
" والله انك فشلت العرب
",1
" والله انك مهزله
",1
"ياخسارة العروبة فيك
",1
" مهزلة
",1
" مهزلة ياعيب الشووم
",1
" المغرب براء منك على الأقل إذا كنت لهجتنا صعبة فتكلم باللغة العربية
",1
" مررة دلوع
",1
ام التحطيم,1
" ده سوسن خالص ينهار اسود 
",1
" صوتك وحش
",1
" اوووي شكد قااسي 
",1
" حرام 
",1
" وقّـف قلبو لحسن الشافعي 
",1
" بطني وجعتني من الضحك
",1
" وانت اسكت لا تتحطم 
",1
" راغب يجنن
",1
" خسارة فيك اسمك :
",1
" دلوع
",1
" انسان غريب 
",1
" وجه حسن عزااب
",1
" رهيب حسن ... تعاالى .. تعاالى 
",1
" متسمم فكره الولد وصارت حالته صعبه ياحنين انت
",1
" أنا لو مكان راغب أروح أنتحرر 
",1
" استخفف التحكيم
",1
" حثاله على حثاله والحثاله انظف منهم
",1
" سخيفه ب قوووه
",1
" لجنة زبالة من ....... اذا بفهمو بالفن خاصة ابو النظارات اللي مش موجود بالفيديو
",1
" يا دم امك الرخم 
",1
" مجانين العرب
",1
" هبله
",1
" شو هالغباء فضحتنا
",1
" بيه الزناخه
",1
" سعودي متهور 
",1
" مبرد وجوهكم
",1
" العرب مو بتاع هي الشغلات لاكن احنا فاشلين الله معطينا كل متطلبات التحظر والتطور لاكن احنا لازقين بهلتفاهات ونضن انو هي التحظر 
",1
" عرب اغبياء
",1
" قصدك اخر ما توصل اليه العقل البشري من تفاهات
",1
" سمآإجةة تآإيمم
",1
" فيديو بايخ
",1
" اموت بصوتها
",1
" كانت تسوي مقلب انها محترمة بعدين اعترفت انها ................. 
",1
"دلوعه جدا مايا﻿
",1
"  لااااااا وربي صوتها غلييييييظ جدا 
",1
" تفه عليك وع شكلك ، أول ما نشهرت طلقت زوجها ، خنزيرة 
",1
" فاشل....فاشله....برنامج فاشل
",1
" هي عندها صوت قوي بس للأسف الحين مثل غيرها !
",1
" ليش محشورين على بعض كذا ؟ خلصت الطاولات مالقو إلا هـ الطاوله الخايسه 
",1
" والله انو نذل 
",1
" وش فيك معصب !! خلاص بعطيك اللأيك الي جاني خخخ 
",1
" ي وجه الفطيره .. قبل تعيب الناس .. أنظر الى حإلك 
",1
" لا يعني ..الغبي يدري انه كاتب اسمها بالورقه..مايبيلها ذكاء ترى
",1
" والشرهه على الاغبياء اللي معطينك لايك .. 
",1
" وش التخلف هذا 
",1
" اخييه مااسخفها تقلللد 
",1
" لعنكم الله جهنم وبئس المصير ايها العازفووووون 
",1
" الظاهر اهلها مفقعين وجهها قبل ما تجي ومغطيه الفلعات 
",1
" تكالبت عليه الكلاب ولم تسمح له بالبروز بعد البرنامج
",1
" سوريا تعرضت لمؤامرة والامر المحزن ان ولاد سوريا انزلقو فالمؤامرة هاذي والشنيعة
",1
" صوتها عجييييييب
",1
" سخافه بكل ماتحوي الكلمه من معنى
",1
" بدك الصراحة و بدون زعل جهنم و الزبانية من الملائكة تنتظرك تموت لتشرب من فروج المومسات و صديد اهل النار ان شاء الله يا اوباش سوريا
",1
" هههههههههههههههههههه وهابي عفن ومكبوت تفكيرك محصور بين فخذيك فقط لاغير. الجنة اللتي ستدخلها أنت لا أريد دخولها، جهنم أشرفلي وأهون علي من أن أكون مع أحد الوهابيين المنحطين لواطيي الأطفال
",1
" المرأة تهان وتعامل كأداة جنسية تحت مسميات عديدة كالمسيار والمسفار والمصياف... إلخ وكلو بتمنو
",1
" وهابي تاج راسك يا اللي تاكل من وراك و اذا في الوهابية شئ مخالف لكتاب الله و سنة نبيه اذكره و لا تكون كالببغاء تردد خلف الناعقين لتثبت انك على الصراط و انت في هوة الخراب و طنت من طنوت سوريا
",1
" هذا عدا عن عنصريتكم البغيضة وجلافتكم وعنجهيتكم الفارغة مع بقية الشعوب. 
",1
" أما وهابيتك فحدث ولا حرج الناس يقادون إلى المساجد غصباً ويجلدون كالأبقار إن هم أبوا
",1
"ولاةُ أمرك الوهابيين يكرعون الخمر والسديقي كرعاً بالسر والعلن دون تطبيق الحدود عليهم!! 
",1
" جزمتي و الا اقولك اسفل جزمتي الثورة في سوريا ما اشعلها الا الوهابيين اللي هم السلفيين 
",1
" مالك دين مثل الكلاب الضالة و الا اقولك مثل مومسات و عاهرات المراقص عندكن
",1
" جهنم وبأس المصير
",1
" سخافه مالها حدود
",1
" هدا ماهو عقل هدا تخلوف 
",1
" سخافه
",1
" تبا لكم 
",1
" صوتهآ بعيرَ ومصدقه حآلهآ 
",1
" يا خسارة الدقيقة وثنين وخمسين ثانية اللي ضيعتهن من حياتي على هذا المقطع التافه خخخخ
",1
" صرت عاءل أشك أب هل أمر صراحتن
",1
" هاد برنامج وسوبر ستار بنامج شوف البريطان شو بعملو فعلن سوبر الهبل
",1
" يلعن اوم الطفش 
",1
" تدرون يا جماعة الخير انها بتتعدب والله 
",1
"اصلا هدا يمسى مرض الرهاب الاجتماعي,, خجل رجفة
",1
" رعاش,, ضغط وفي مثل هاته الحالات ممكن حتى يغمى عليها 
",1
" كسم البرامج العربية متخلفة بنت شرموطة
",1
" اي والله سوبر
",1
" اموت فيج رويده
",1
" اتفه برنآمج عآلمي 
",1
" فطست ضحك على الشايب
",1
" بس انا دايم احسها خشنة و رجال 
",1
" من جد سوبر أبقار
",1
" قرف شوهاد شي بخزي عنجد 
",1
" قرفت انتحر عن الدرج 
",1
" اش التفاهه هاذي ......
",1
" سوبر حمار والله هذا السوبر حما سبب في تخلفنا
",1
" يلعن ابو التفاهه
",1
" برامج سخيفة تهدف لهدم الأمة
",1
" غباء في غباء لان نفس الحركه صارت في american idol يعني قلدنه البرنامج وبعد التصرفات اوووف
",1
" كاميرا خفية في الانحطاط الاخلاقي 
",1
" يلعن اخت المياعة والبياخة
",1
"يلعن شرفك شو واثقة من حالك 
",1
" حركة ارحمينا الله يشيلك اقول كيف اخوكي وابوكي راضيين عنك اف عندك ايزي
",1
" تفو كس امك حمارة
",1
" برنامج ساقط
",1
" يلعن اوم السخاافه
",1
" صار عناد وكره و قلة أدب.... . بس ظلموها
",1
"والله شوي وتجيني جلطه لما ماطلعت الاولى ذيك المره
",1
" مجنون صوتها انا
",1
" هذه البراامج اللي تخلف العاهات للفن الهابط فن اليومين هذا
",1
" اكاديمي اللي خلفت عاهات للفن المعاق حاليا فيزيدون الطين بله
",1
" احس بمرض لاشفت هالبرنامج
",1
"لان ديانا كرزون البغله الاردنيه لا تستحق ذلك
",1
" سوبر سطار ولا بلاش
",1
" سوبر حمار
",1
" هذه رويدا عطيه يا الخبوول
",1
" تاااااافهين
",1
" وهاي المضروبه جايخه على وين
",1
" الظاهر عقلك تافه من اصحاب العقول المقفلة 
",1
" سخيفة
",1
" وبعدين ترا مالقت دعم , على قولة الكبارية ورقة خسرانه
",1
" هبل !!!
",1
" عذبت ام العود
",1
" لكن هذا البرنامج السخيف الرخيص واضح التمثيل فيه 
",1
" كس امكم يالعرب يابهايم يابقايا حضارات الامم
",1
" طول عمري بخاف من العوب وسيرة العوب 
",1
" متى يجي .. عام 2050 عشان ادخل رجلي مع الشاشه واحطها بفمك 
",1
" الغلط مو من المشاركين الغلط من نفس البرنامج المفروض تكون فى مرحله فرز فى البدايه قبل لايطلعو الهواء
",1
" المشاركين بينو للناس انه اللى قايمين على البرنامج حمير
",1
" لجنة فاشله تتمسخر على المتقدمين 
",1
" حرام السخرية من الناس
",1
" من يستمتع برؤية الناس في مواقف محرجة فهو سادي و غير اصيل و نفسه ضعيفة و مريضة
",1
" مياعة وسئالة من عدولة والي معو
",1
" متفقين معهم... و البرنامج خايس
",1
" مش طبيعي سماكة الدم شو ها عدولة خرب المفطع لشو المبالغة والاوفر يعني
",1
" اصلن صاحب البرنامج ماخذ شباب الامه مصخره
",1
" السماعات خربت 
",1
" حرف الراء مصيبة ي ريس
",1
" والله عاهات
",1
" حرام عليك كانو بقرة بتولد
",1
" في ايه يا ولاد الوثخة؟
",1
" يلعن اخت اليهود اذا بدهم يرجعو شبر من فلسطين ل هاالمنا
",1
" والله انا نفسي بزعل اذا رجعت لانه مش احنا اللي بنستحقها
",1
"  أخ يا بطني عورني من الضحكككك 
",1
" يا فضيحتك يا لبنان بهيك عالم اما هيدا سكت اني ولك دخيل الله خليك ساكت
",1
" من زمان ماشفت مخلوقات فضائيه هع 
",1
" ﻋﺎﻫﺎﺗﻚ ﻳﺎ ﻭﻃﻨﻲ
",1
"لهالدرجه في متخلفين في الوطن العربي؟؟؟؟؟؟
",1
" يا اخي اطلع في صورتك بالمراية وشوف ادائك هوة اداء فني+صوت مناسب قبل لا تفضح حالك في هيك برامج تافهة
",1
" فعلا فضايح ما توقعتها في شبابنا المتخلف اخلاقياً وصوتياً وبدنياً اها وعقلياً بالتأكيد
",1
" كتكوت ضعيف الجناح و الدنيا غدرت هااا
",1
"عيب والله اسم المقطع
",1
" اندهش لما عرف الحقيقة 
",1
" عاهات 
",1
" برنامج قديم
",1
" لا حول ولا قوة ألا بالله أذا أخذ ما أوهب أسقط ما أوجب
",1
" كارثة بشرية 
",1
" يا سيدي هدول عاهات ولله يعني فيك تسحب عليهم قرض من البنك كونهم عاهات 
",1
" هذا اللي انت فالح فيه بس..كيف تختار ضحاياك بالسرق جعل العاهه تصيبك ولاعاد تطيب منها ياولد الحرام
",1
" الشب السوري 1:20 مظلوم 
",1
"العاهات اللي عندهم ... ياناس روووح موتو ابرك لكم
",1
" لازم اخر ما توصل اليه العقل البشري من غباء اخوكم حمزة اللهواني من الاردن
",1
" لالا بس اغلبهم داريين بس يقولها استعباط ورفع ضعط خذها مني
",1
" معتيه واضح انهم يمثلون
",1
" شكلها ملجلجه 
",1
" يلعن أم الأزعاج 
",1
" والغناء تجد لك ١٠٠ مليون وكلهم زبالة
",1
" والله لو طلبوا مين اللي عندو قلب قوي ١٠٠ متر للجري مايتقدم ولا حمار عربي 
",1
"  الله يلعنكم يا اولاد الحرام الفن له اهله وناسه لا يحتاج لا مسابقة ولا زبي تفو
",1
" عاهات
",1
" والله ما يحرر عزبت بنقاليه 
",1
" الجيل الي هيحرر فلسطين شوفه في سوريا يقاتل العلويين الكلاب لكن ربي يعلمهم فنون القتال ويربيهم،،
",1
" رح مت 
",1
" ابلعن وإلديتس ي الهبــلاا 
",1
" بس اللي قاهرني اللي ما ينطقون حرف الراء(التغ)من جدهم جايين يبون يغنون
",1
" تضحك كانها مفجوعه من شيئ
",1
" بنص المقطع سقاله موطبيعيه
",1
" شعب سخيييييييييف
",1
" هذا ليس مضحك ، بل مخزى ، يا للخزى و العار 
",1
" هذا اللى فالحين فيه العرب ، فقط الهبل و التخلف
",1
" حتى فى التخلف مش فالحين منيح
",1
" فاشلين الى ما لا نهاية
",1
"تليفيزيون المستقبل صار سيء للغاية ما أدري ليش!!
",1
" والله ظلموه لجنة الطراطير
",1
" بعن الله ابوك انت وعدوله يالسامج
",1
" والله شككني في البرنامج انة سوبر ستار او برنامج كوميدي
",1
" هذول مخانيث ]
",1
